Mod:Item:MetaData, Localized Name
tconstruct:knife_blade:0, Sapphire Knife Blade
tconstruct:knife_blade:0, Ruby Knife Blade
tconstruct:knife_blade:0, Peridot Knife Blade
tconstruct:knife_blade:0, Malachite Knife Blade
tconstruct:knife_blade:0, Amber Knife Blade
tconstruct:knife_blade:0, Topaz Knife Blade
tconstruct:knife_blade:0, Tanzanite Knife Blade
tconstruct:knife_blade:0, Amethyst Knife Blade
tconstruct:knife_blade:0, Osmium Knife Blade
tconstruct:knife_blade:0, Refined Obsidian Knife Blade
tconstruct:knife_blade:0, Refined Glowstone Knife Blade
tconstruct:knife_blade:0, Osgloglas Knife Blade
tconstruct:knife_blade:0, Osmiridium Knife Blade
tconstruct:knife_blade:0, Titanium Knife Blade
tconstruct:knife_blade:0, Lumium Knife Blade
tconstruct:knife_blade:0, Signalum Knife Blade
tconstruct:knife_blade:0, Platinum Knife Blade
tconstruct:knife_blade:0, Enderium Knife Blade
tconstruct:knife_blade:0, Psimetal Knife Blade
tconstruct:knife_blade:0, Psigem Knife Blade
tconstruct:knife_blade:0, Infinity Knife Blade
tconstruct:knife_blade:0, Certus Quartz Knife Blade
tconstruct:knife_blade:0, Fluix Crystal Knife Blade
tconstruct:knife_blade:0, Starmetal Knife Blade
tconstruct:knife_blade:0, Mirion Knife Blade
tconstruct:knife_blade:0, Livingwood Knife Blade
tconstruct:knife_blade:0, Manasteel Knife Blade
tconstruct:knife_blade:0, Elementium Knife Blade
tconstruct:knife_blade:0, Terrasteel Knife Blade
tconstruct:knife_blade:0, Emerald Knife Blade
tconstruct:bow_limb:0, Electrical Bowlimb
tconstruct:bow_limb:0, Energetic Bowlimb
tconstruct:bow_limb:0, Vibrant Bowlimb
tconstruct:bow_limb:0, Red Bowlimb
tconstruct:bow_limb:0, Conductive Bowlimb
tconstruct:bow_limb:0, Pulsating Bowlimb
tconstruct:bow_limb:0, Dark Bowlimb
tconstruct:bow_limb:0, Souled Bowlimb
tconstruct:bow_limb:0, Bowlimb of the End
tconstruct:bow_limb:0, Fake-Iron Bowlimb
tconstruct:bow_limb:0, Wooden Bowlimb
tconstruct:bow_limb:0, Stone Bowlimb
tconstruct:bow_limb:0, Flint Bowlimb
tconstruct:bow_limb:0, Cactus Bowlimb
tconstruct:bow_limb:0, Bone Bowlimb
tconstruct:bow_limb:0, Obsidian Bowlimb
tconstruct:bow_limb:0, Prismarine Bowlimb
tconstruct:bow_limb:0, End Bowlimb
tconstruct:bow_limb:0, Paper Bowlimb
tconstruct:bow_limb:0, Sponge Bowlimb
tconstruct:bow_limb:0, Firewood Bowlimb
tconstruct:bow_limb:0, Iron Bowlimb
tconstruct:bow_limb:0, Pig Iron Bowlimb
tconstruct:bow_limb:0, Knightslime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Magma Slime Bowlimb
tconstruct:bow_limb:0, Netherrack Bowlimb
tconstruct:bow_limb:0, Cobalt Bowlimb
tconstruct:bow_limb:0, Ardite Bowlimb
tconstruct:bow_limb:0, Manyullyn Bowlimb
tconstruct:bow_limb:0, Copper Bowlimb
tconstruct:bow_limb:0, Bronze Bowlimb
tconstruct:bow_limb:0, Lead Bowlimb
tconstruct:bow_limb:0, Silver Bowlimb
tconstruct:bow_limb:0, Electrum Bowlimb
tconstruct:bow_limb:0, Steel Bowlimb
tconstruct:bow_limb:0, Magical Wooden Bowlimb
tconstruct:bow_limb:0, Demonic Bowlimb
tconstruct:bow_limb:0, Alumite Bowlimb
tconstruct:bow_limb:0, Nickel Bowlimb
tconstruct:bow_limb:0, Invar Bowlimb
tconstruct:bow_limb:0, Iridium Bowlimb
tconstruct:bow_limb:0, Sapphire Bowlimb
tconstruct:bow_limb:0, Ruby Bowlimb
tconstruct:bow_limb:0, Peridot Bowlimb
tconstruct:bow_limb:0, Malachite Bowlimb
tconstruct:bow_limb:0, Amber Bowlimb
tconstruct:bow_limb:0, Topaz Bowlimb
tconstruct:bow_limb:0, Tanzanite Bowlimb
tconstruct:bow_limb:0, Amethyst Bowlimb
tconstruct:bow_limb:0, Osmium Bowlimb
tconstruct:bow_limb:0, Refined Obsidian Bowlimb
tconstruct:bow_limb:0, Refined Glowstone Bowlimb
tconstruct:bow_limb:0, Osgloglas Bowlimb
tconstruct:bow_limb:0, Osmiridium Bowlimb
tconstruct:bow_limb:0, Titanium Bowlimb
tconstruct:bow_limb:0, Lumium Bowlimb
tconstruct:bow_limb:0, Signalum Bowlimb
tconstruct:bow_limb:0, Platinum Bowlimb
tconstruct:bow_limb:0, Enderium Bowlimb
tconstruct:bow_limb:0, Psimetal Bowlimb
tconstruct:bow_limb:0, Psigem Bowlimb
tconstruct:bow_limb:0, Infinity Bowlimb
tconstruct:bow_limb:0, Certus Quartz Bowlimb
tconstruct:bow_limb:0, Fluix Crystal Bowlimb
tconstruct:bow_limb:0, Starmetal Bowlimb
tconstruct:bow_limb:0, Mirion Bowlimb
tconstruct:bow_limb:0, Livingwood Bowlimb
tconstruct:bow_limb:0, Manasteel Bowlimb
tconstruct:bow_limb:0, Elementium Bowlimb
tconstruct:bow_limb:0, Terrasteel Bowlimb
tconstruct:bow_limb:0, Emerald Bowlimb
tconstruct:bow_string:0, Souled Bowstring
tconstruct:bow_string:0, String Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Vines Bowstring
tconstruct:arrow_head:0, Electrical Arrow Head
tconstruct:arrow_head:0, Energetic Arrow Head
tconstruct:arrow_head:0, Vibrant Arrow Head
tconstruct:arrow_head:0, Red Arrow Head
tconstruct:arrow_head:0, Conductive Arrow Head
tconstruct:arrow_head:0, Pulsating Arrow Head
tconstruct:arrow_head:0, Dark Arrow Head
tconstruct:arrow_head:0, Souled Arrow Head
tconstruct:arrow_head:0, Arrow Head of the End
tconstruct:arrow_head:0, Fake-Iron Arrow Head
tconstruct:arrow_head:0, Wooden Arrow Head
tconstruct:arrow_head:0, Stone Arrow Head
tconstruct:arrow_head:0, Flint Arrow Head
tconstruct:arrow_head:0, Cactus Arrow Head
tconstruct:arrow_head:0, Bone Arrow Head
tconstruct:arrow_head:0, Obsidian Arrow Head
tconstruct:arrow_head:0, Prismarine Arrow Head
tconstruct:arrow_head:0, End Arrow Head
tconstruct:arrow_head:0, Paper Arrow Head
tconstruct:arrow_head:0, Sponge Arrow Head
tconstruct:arrow_head:0, Firewood Arrow Head
tconstruct:arrow_head:0, Iron Arrow Head
tconstruct:arrow_head:0, Pig Iron Arrow Head
tconstruct:arrow_head:0, Knightslime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Magma Slime Arrow Head
tconstruct:arrow_head:0, Netherrack Arrow Head
tconstruct:arrow_head:0, Cobalt Arrow Head
tconstruct:arrow_head:0, Ardite Arrow Head
tconstruct:arrow_head:0, Manyullyn Arrow Head
tconstruct:arrow_head:0, Copper Arrow Head
tconstruct:arrow_head:0, Bronze Arrow Head
tconstruct:arrow_head:0, Lead Arrow Head
tconstruct:arrow_head:0, Silver Arrow Head
tconstruct:arrow_head:0, Electrum Arrow Head
tconstruct:arrow_head:0, Steel Arrow Head
tconstruct:arrow_head:0, Magical Wooden Arrow Head
tconstruct:arrow_head:0, Evil Infused Arrow Head
tconstruct:arrow_head:0, Enchanted Arrow Head
tconstruct:arrow_head:0, Demonic Arrow Head
tconstruct:arrow_head:0, Alumite Arrow Head
tconstruct:arrow_head:0, Nickel Arrow Head
tconstruct:arrow_head:0, Invar Arrow Head
tconstruct:arrow_head:0, Iridium Arrow Head
tconstruct:arrow_head:0, Sapphire Arrow Head
tconstruct:arrow_head:0, Ruby Arrow Head
tconstruct:arrow_head:0, Peridot Arrow Head
tconstruct:arrow_head:0, Malachite Arrow Head
tconstruct:arrow_head:0, Amber Arrow Head
tconstruct:arrow_head:0, Topaz Arrow Head
tconstruct:arrow_head:0, Tanzanite Arrow Head
tconstruct:arrow_head:0, Amethyst Arrow Head
tconstruct:arrow_head:0, Osmium Arrow Head
tconstruct:arrow_head:0, Refined Obsidian Arrow Head
tconstruct:arrow_head:0, Refined Glowstone Arrow Head
tconstruct:arrow_head:0, Osgloglas Arrow Head
tconstruct:arrow_head:0, Osmiridium Arrow Head
tconstruct:arrow_head:0, Titanium Arrow Head
tconstruct:arrow_head:0, Lumium Arrow Head
tconstruct:arrow_head:0, Signalum Arrow Head
tconstruct:arrow_head:0, Platinum Arrow Head
tconstruct:arrow_head:0, Enderium Arrow Head
tconstruct:arrow_head:0, Psimetal Arrow Head
tconstruct:arrow_head:0, Psigem Arrow Head
tconstruct:arrow_head:0, Infinity Arrow Head
tconstruct:arrow_head:0, Certus Quartz Arrow Head
tconstruct:arrow_head:0, Fluix Crystal Arrow Head
tconstruct:arrow_head:0, Starmetal Arrow Head
tconstruct:arrow_head:0, Mirion Arrow Head
tconstruct:arrow_head:0, Livingwood Arrow Head
tconstruct:arrow_head:0, Manasteel Arrow Head
tconstruct:arrow_head:0, Elementium Arrow Head
tconstruct:arrow_head:0, Terrasteel Arrow Head
tconstruct:arrow_head:0, Emerald Arrow Head
tconstruct:arrow_shaft:0, Wooden Arrow Shaft
tconstruct:arrow_shaft:0, Bone Arrow Shaft
tconstruct:arrow_shaft:0, Blazerod Arrow Shaft
tconstruct:arrow_shaft:0, Reeds Arrow Shaft
tconstruct:arrow_shaft:0, Ice Arrow Shaft
tconstruct:arrow_shaft:0, Endrod Arrow Shaft
tconstruct:arrow_shaft:0, TNT Arrow Shaft
tconstruct:arrow_shaft:0, Amber Arrow Shaft
tconstruct:arrow_shaft:0, Enderium Arrow Shaft
tconstruct:arrow_shaft:0, Livingwood Arrow Shaft
tconstruct:fletching:0, Feather Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Leaf Fletching
tconstruct:fletching:0, Nickel Fletching
tconstruct:fletching:0, Invar Fletching
tconstruct:fletching:0, Titanium Fletching
tconstruct:bolt_core:0, Wood-Iron Bolt Core
tconstruct:bolt_core:0, Bone-Iron Bolt Core
tconstruct:bolt_core:0, Blazerod-Iron Bolt Core
tconstruct:bolt_core:0, Reeds-Iron Bolt Core
tconstruct:bolt_core:0, Ice-Iron Bolt Core
tconstruct:bolt_core:0, Endrod-Iron Bolt Core
tconstruct:bolt_core:0, TNT-Iron Bolt Core
tconstruct:bolt_core:0, Amber-Iron Bolt Core
tconstruct:bolt_core:0, Enderium-Iron Bolt Core
tconstruct:bolt_core:0, Livingwood-Iron Bolt Core
tconstruct:tooltables:0, Crafting Station
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:4, Pattern Chest
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:5, Part Chest
tconstruct:tooltables:3, Tool Station
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:pickaxe, Pickaxe
tconstruct:shovel, Shovel
tconstruct:hatchet, Hatchet
tconstruct:mattock, Mattock
tconstruct:kama, Kama
tconstruct:hammer, Hammer
tconstruct:excavator, Excavator
tconstruct:lumberaxe, Lumberaxe
tconstruct:scythe, Scythe
tconstruct:broadsword, Broadsword
tconstruct:longsword, Longsword
tconstruct:rapier, Rapier
tconstruct:frypan, Frypan
tconstruct:battlesign, Battlesign
tconstruct:cleaver, Cleaver
tconstruct:shortbow, Shortbow
tconstruct:longbow, Longbow
tconstruct:crossbow, Crossbow
tconstruct:arrow, Arrow
tconstruct:bolt, Bolt
tconstruct:shuriken, Shuriken
tconstruct:seared:0, Seared Stone
tconstruct:seared:1, Seared Cobblestone
tconstruct:seared:2, Seared Paver
tconstruct:seared:3, Seared Bricks
tconstruct:seared:4, Cracked Seared Bricks
tconstruct:seared:5, Fancy Seared Bricks
tconstruct:seared:6, Square Seared Bricks
tconstruct:seared:7, Seared Road
tconstruct:seared:8, Seared Creeperface
tconstruct:seared:9, Triangle Seared Bricks
tconstruct:seared:10, Small Seared Bricks
tconstruct:seared:11, Seared Tiles
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Seared Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
tconstruct:casting:1, Casting Basin
tconstruct:smeltery_io:0, Seared Drain
tconstruct:seared_glass:0, Seared Glass
tconstruct:seared_furnace_controller:0, Seared Furnace Controller
tconstruct:tinker_tank_controller:0, Tinker Tank Controller
tconstruct:seared_slab:0, Seared Stone Slab
tconstruct:seared_slab:1, Seared Cobblestone Slab
tconstruct:seared_slab:2, Seared Paver Slab
tconstruct:seared_slab:3, Seared Bricks Slab
tconstruct:seared_slab:4, Cracked Seared Bricks Slab
